Province/State,Country/Region,Date,Confirmed,Deaths,Recovered,Active,WHO Region,TrueConfirmed,Anomaly
0,Luxembourg,2020-06-29,4256,110,3997,149,Europe,4256,False
Shanxi,China,2020-03-04,133,0,124,9,Western Pacific,133,False
0,Senegal,2020-03-07,4,0,0,4,Africa,4,False
0,Cameroon,2020-06-20,11610,301,7702,3607,Africa,11610,False
0,Belgium,2020-06-01,58517,9486,15919,33112,Europe,58517,False
0,Liechtenstein,2020-03-04,1,0,0,1,Europe,1,False
0,Saudi Arabia,2020-07-10,226486,2151,163026,61309,Eastern Mediterranean,226486,False
Bermuda,United Kingdom,2020-02-27,0,0,0,0,Europe,0,False
0,Panama,2020-05-14,9118,260,6080,2778,Americas,9118,False
0,Seychelles,2020-04-10,11,0,0,11,Africa,11,False
Ningxia,China,2020-07-03,75,0,75,0,Western Pacific,75,False
0,Benin,2020-03-17,1,0,0,1,Africa,1,False
0,Zambia,2020-02-01,0,0,0,0,Africa,0,False
0,Czechia,2020-06-27,11298,349,7682,3267,Europe,11298,False
Saskatchewan,Canada,2020-04-08,260,3,0,257,Americas,260,False
0,Croatia,2020-02-03,0,0,0,0,Europe,0,False
0,Uruguay,2020-05-08,694,18,506,170,Americas,694,False
0,Eswatini,2020-03-05,0,0,0,0,Africa,0,False
0,Western Sahara,2020-05-01,6,0,5,1,Africa,6,False
0,Liberia,2020-04-16,59,6,4,49,Africa,59,False
Shaanxi,China,2020-07-04,320,3,311,6,Western Pacific,320,False
0,Chad,2020-03-06,0,0,0,0,Africa,0,False
0,Comoros,2020-02-08,0,0,0,0,Africa,0,False
0,Argentina,2020-06-30,64530,1307,22028,41195,Americas,64530,False
0,Bosnia and Herzegovina,2020-04-22,1368,53,460,855,Europe,1368,False
0,Barbados,2020-02-11,0,0,0,0,Americas,0,False
Hubei,China,2020-03-06,67592,2931,42033,22628,Western Pacific,67592,False
0,Timor-Leste,2020-03-09,0,0,0,0,South-East Asia,0,False
0,Bulgaria,2020-02-19,0,0,0,0,Europe,0,False
0,Cyprus,2020-02-19,0,0,0,0,Europe,0,False
0,Poland,2020-07-25,42622,1664,32419,8539,Europe,42622,False
Saint Barthelemy,France,2020-04-28,6,0,6,0,Europe,6,False
0,Central African Republic,2020-02-08,0,0,0,0,Africa,0,False
Ningxia,China,2020-07-08,75,0,75,0,Western Pacific,75,False
0,Niger,2020-07-18,1104,69,1014,21,Africa,1104,False
0,Namibia,2020-05-19,16,0,13,3,Africa,16,False
0,San Marino,2020-06-12,694,42,520,132,Europe,694,False
0,Spain,2020-07-04,250545,28385,150376,71784,Europe,250545,False
0,Central African Republic,2020-02-26,0,0,0,0,Africa,0,False
0,Estonia,2020-03-13,79,0,0,79,Europe,79,False
0,Japan,2020-07-18,24946,986,19211,4749,Western Pacific,24946,False
0,Morocco,2020-03-07,2,0,0,2,Eastern Mediterranean,2,False
Guangdong,China,2020-06-13,1625,8,1590,27,Western Pacific,1625,False
0,Syria,2020-05-04,44,3,0,41,Eastern Mediterranean,44,False
0,Croatia,2020-04-02,1011,7,88,916,Europe,1011,False
0,Senegal,2020-04-02,195,1,55,139,Africa,195,False
0,Burkina Faso,2020-07-06,1000,53,858,89,Africa,1000,False
0,Switzerland,2020-03-28,14076,264,1530,12282,Europe,14076,False
0,Mali,2020-07-12,2411,121,1694,596,Africa,2411,False
Tianjin,China,2020-06-28,198,3,194,1,Western Pacific,198,False
0,Uruguay,2020-06-28,929,27,818,84,Americas,929,False
0,Kosovo,2020-03-19,0,0,0,0,Europe,0,False
0,Czechia,2020-03-11,91,0,0,91,Europe,91,False
Yunnan,China,2020-02-27,174,2,150,22,Western Pacific,174,False
0,Bulgaria,2020-01-26,0,0,0,0,Europe,0,False
Sint Maarten,Netherlands,2020-03-16,0,0,0,0,Europe,0,False
0,Georgia,2020-07-26,1131,16,920,195,Europe,1131,False
0,Timor-Leste,2020-05-03,24,0,0,24,South-East Asia,24,False
0,Japan,2020-05-29,16673,887,14213,1573,Western Pacific,16673,False
Qinghai,China,2020-07-18,18,0,18,0,Western Pacific,18,False
Guangdong,China,2020-07-21,1661,8,1637,16,Western Pacific,1661,False
0,Haiti,2020-05-01,85,8,10,67,Americas,85,False
Reunion,France,2020-07-04,536,2,472,62,Europe,536,False
0,Malawi,2020-02-26,0,0,0,0,Africa,0,False
0,Ukraine,2020-07-03,47705,1227,21296,25182,Europe,47705,False
0,Comoros,2020-05-03,3,0,0,3,Africa,3,False
0,Zimbabwe,2020-06-22,512,6,64,442,Africa,512,False
Qinghai,China,2020-03-10,18,0,18,0,Western Pacific,18,False
Zhejiang,China,2020-02-14,1155,0,403,752,Western Pacific,1155,False
Saint Barthelemy,France,2020-04-29,6,0,6,0,Europe,6,False
Faroe Islands,Denmark,2020-06-23,187,0,187,0,Europe,187,False
0,Bulgaria,2020-06-18,3674,190,1941,1543,Europe,3674,False
0,Bangladesh,2020-07-09,175494,2238,84544,88712,South-East Asia,175494,False
Gansu,China,2020-02-26,91,2,81,8,Western Pacific,91,False
0,Lebanon,2020-06-18,1495,32,944,519,Eastern Mediterranean,1495,False
Quebec,Canada,2020-01-24,0,0,0,0,Americas,0,False
0,Latvia,2020-04-09,589,3,16,570,Europe,589,False
0,Moldova,2020-02-13,0,0,0,0,Europe,0,False
0,Saint Vincent and the Grenadines,2020-07-04,29,0,29,0,Americas,29,False
0,Botswana,2020-05-21,29,1,19,9,Africa,29,False
Nova Scotia,Canada,2020-03-15,0,0,0,0,Americas,0,False
Hebei,China,2020-01-25,8,1,0,7,Western Pacific,8,False
0,Gambia,2020-06-10,28,1,22,5,Africa,28,False
0,Papua New Guinea,2020-02-28,0,0,0,0,Western Pacific,0,False
0,Lithuania,2020-07-04,1831,79,1545,207,Europe,1831,False
0,Guinea,2020-07-05,5610,34,4522,1054,Africa,5610,False
Sint Maarten,Netherlands,2020-05-25,77,15,59,3,Europe,77,False
0,Burma,2020-04-26,146,5,10,131,South-East Asia,146,False
0,Spain,2020-06-05,240978,27134,150376,63468,Europe,240978,False
0,Saint Lucia,2020-05-02,17,0,15,2,Americas,17,False
0,Tanzania,2020-06-21,509,21,183,305,Africa,509,False
Liaoning,China,2020-03-09,125,1,109,15,Western Pacific,125,False
0,Portugal,2020-07-06,44129,1620,29166,13343,Europe,44129,False
0,Tanzania,2020-02-26,0,0,0,0,Africa,0,False
0,Rwanda,2020-03-11,0,0,0,0,Africa,0,False
Henan,China,2020-06-11,1276,22,0,1254,Western Pacific,1276,False
0,Cameroon,2020-05-22,4400,159,1822,2419,Africa,4400,False
0,Kosovo,2020-01-24,0,0,0,0,Europe,0,False
0,Papua New Guinea,2020-07-19,16,0,8,8,Western Pacific,16,False
0,Cyprus,2020-06-26,992,19,824,149,Europe,992,False
0,Germany,2020-07-15,200890,9080,186000,5810,Europe,200890,False
Shandong,China,2020-07-02,792,7,785,0,Western Pacific,792,False
Victoria,Australia,2020-07-20,6289,42,2933,3314,Western Pacific,6289,False
Beijing,China,2020-06-14,673,9,584,80,Western Pacific,673,False
0,South Africa,2020-07-04,187977,3026,91227,93724,Africa,187977,False
Northern Territory,Australia,2020-02-01,0,0,0,0,Western Pacific,0,False
0,Qatar,2020-07-21,107430,160,104191,3079,Eastern Mediterranean,107430,False
British Virgin Islands,United Kingdom,2020-06-28,8,1,7,0,Europe,8,False
Manitoba,Canada,2020-06-07,300,7,0,293,Americas,300,False
Hunan,China,2020-03-28,1018,4,1014,0,Western Pacific,1018,False
Ningxia,China,2020-06-11,75,0,75,0,Western Pacific,75,False
0,Slovakia,2020-03-29,314,0,2,312,Europe,314,False
0,Brazil,2020-04-08,16170,819,127,15224,Americas,16170,False
0,Nigeria,2020-03-22,30,0,2,28,Africa,30,False
Tibet,China,2020-06-03,1,0,1,0,Western Pacific,1,False
0,US,2020-03-31,188724,5605,7024,176095,Americas,188724,False
0,Sierra Leone,2020-02-26,0,0,0,0,Africa,0,False
Gibraltar,United Kingdom,2020-06-05,174,0,153,21,Europe,174,False
0,Guatemala,2020-07-16,32939,1404,4807,26728,Americas,32939,False
0,United Arab Emirates,2020-05-26,31086,253,15982,14851,Eastern Mediterranean,31086,False
0,Haiti,2020-05-30,1865,41,24,1800,Americas,1865,False
0,US,2020-03-10,711,28,8,675,Americas,711,False
0,Tunisia,2020-04-29,980,40,294,646,Eastern Mediterranean,980,False
0,Mali,2020-04-26,389,23,112,254,Africa,389,False
Macau,China,2020-05-17,45,0,44,1,Western Pacific,45,False
0,Gabon,2020-05-18,1432,11,301,1120,Africa,1432,False
Sichuan,China,2020-03-15,539,3,516,20,Western Pacific,539,False
0,Bosnia and Herzegovina,2020-05-31,2510,153,1862,495,Europe,2510,False
0,Mali,2020-04-19,224,14,42,168,Africa,224,False
0,Montenegro,2020-07-08,960,17,320,623,Europe,960,False
0,Poland,2020-04-30,12877,644,3236,8997,Europe,12877,False
0,Argentina,2020-05-22,10649,433,3062,7154,Americas,10649,False
French Polynesia,France,2020-02-04,0,0,0,0,Europe,0,False
0,Turkey,2020-07-18,218717,5475,201013,12229,Europe,218717,False
Beijing,China,2020-06-25,874,9,585,280,Western Pacific,874,False
Yukon,Canada,2020-06-05,11,0,0,11,Americas,11,False
Inner Mongolia,China,2020-04-04,117,1,74,42,Western Pacific,117,False
0,Kosovo,2020-04-09,184,5,30,149,Europe,184,False
Jilin,China,2020-02-07,65,1,4,60,Western Pacific,65,False
Turks and Caicos Islands,United Kingdom,2020-04-08,8,1,0,7,Europe,8,False
0,Kosovo,2020-07-21,5877,139,3069,2669,Europe,5877,False
Guangxi,China,2020-01-27,46,0,0,46,Western Pacific,46,False
0,Kuwait,2020-03-11,72,0,2,70,Eastern Mediterranean,72,False
0,Ukraine,2020-05-21,19706,579,6227,12900,Europe,19706,False
Anhui,China,2020-05-01,991,6,985,0,Western Pacific,991,False
Manitoba,Canada,2020-03-28,64,1,0,63,Americas,64,False
0,Mauritius,2020-06-01,335,10,322,3,Africa,335,False
0,Tanzania,2020-04-22,284,10,11,263,Africa,284,False
0,Switzerland,2020-01-27,0,0,0,0,Europe,0,False
Falkland Islands (Malvinas),United Kingdom,2020-03-10,0,0,0,0,Europe,0,False
Yunnan,China,2020-06-11,185,2,183,0,Western Pacific,185,False
0,South Sudan,2020-07-02,2021,38,333,1650,Africa,2021,False
0,Bahamas,2020-01-29,0,0,0,0,Americas,0,False
South Australia,Australia,2020-05-08,439,4,433,2,Western Pacific,439,False
0,West Bank and Gaza,2020-03-08,16,0,0,16,Eastern Mediterranean,16,False
Australian Capital Territory,Australia,2020-02-21,0,0,0,0,Western Pacific,0,False
0,Papua New Guinea,2020-02-17,0,0,0,0,Western Pacific,0,False
0,Taiwan*,2020-05-06,439,6,339,94,Western Pacific,439,False
0,Papua New Guinea,2020-07-14,11,0,8,3,Western Pacific,11,False
0,Croatia,2020-05-13,2213,94,1834,285,Europe,2213,False
0,Somalia,2020-03-14,0,0,0,0,Eastern Mediterranean,0,False
Nova Scotia,Canada,2020-03-22,28,0,0,28,Americas,28,False
0,Saint Lucia,2020-04-08,14,0,1,13,Americas,14,False
0,Yemen,2020-03-07,0,0,0,0,Eastern Mediterranean,0,False
0,Mexico,2020-02-07,0,0,0,0,Americas,0,False
0,Peru,2020-05-14,80604,2267,25151,53186,Americas,80604,False
South Australia,Australia,2020-03-17,29,0,3,26,Western Pacific,29,False
0,Singapore,2020-03-06,130,0,78,52,Western Pacific,130,False
0,Dominica,2020-07-14,18,0,18,0,Americas,18,False
Shandong,China,2020-03-01,758,6,443,309,Western Pacific,758,False
0,Saint Kitts and Nevis,2020-04-29,15,0,4,11,Americas,15,False
0,Fiji,2020-06-09,18,0,18,0,Western Pacific,18,False
0,Japan,2020-05-13,15998,726,8920,6352,Western Pacific,15998,False
0,Bangladesh,2020-01-30,0,0,0,0,South-East Asia,0,False
0,Belize,2020-03-09,0,0,0,0,Americas,0,False
Tibet,China,2020-03-03,1,0,1,0,Western Pacific,1,False
0,Azerbaijan,2020-05-10,2519,32,1650,837,Europe,2519,False
0,Switzerland,2020-02-20,0,0,0,0,Europe,0,False
0,Poland,2020-06-22,32227,1359,17076,13792,Europe,32227,False
0,Malawi,2020-02-04,0,0,0,0,Africa,0,False
0,Mexico,2020-05-16,47144,5045,31848,10251,Americas,47144,False
British Virgin Islands,United Kingdom,2020-06-15,8,1,7,0,Europe,8,False
0,Iceland,2020-03-05,34,0,0,34,Europe,34,False
0,Madagascar,2020-06-11,1203,10,312,881,Africa,1203,False
Newfoundland and Labrador,Canada,2020-07-11,262,3,0,259,Americas,262,False
Hubei,China,2020-07-21,68135,4512,63623,0,Western Pacific,68135,False
0,Djibouti,2020-07-22,5030,58,4904,68,Eastern Mediterranean,5030,False
0,Switzerland,2020-07-02,31967,1965,29200,802,Europe,31967,False
0,France,2020-01-24,2,0,0,2,Europe,2,False
New Caledonia,France,2020-02-25,0,0,0,0,Europe,0,False
0,Saint Lucia,2020-03-25,3,0,0,3,Americas,3,False
Montserrat,United Kingdom,2020-04-17,11,0,1,10,Europe,11,False
Sichuan,China,2020-02-08,364,1,60,303,Western Pacific,364,False
0,Luxembourg,2020-01-26,0,0,0,0,Europe,0,False
0,Saint Vincent and the Grenadines,2020-05-26,18,0,14,4,Americas,18,False
0,Israel,2020-03-28,3619,12,89,3518,Europe,3619,False
0,Suriname,2020-05-24,11,1,9,1,Americas,11,False
0,Singapore,2020-06-30,43907,26,38500,5381,Western Pacific,43907,False
0,Cambodia,2020-03-15,7,0,1,6,Western Pacific,7,False
0,Afghanistan,2020-02-17,0,0,0,0,Eastern Mediterranean,0,False
0,Denmark,2020-02-02,0,0,0,0,Europe,0,False
0,Belgium,2020-04-15,33573,4440,7107,22026,Europe,33573,False
0,Ghana,2020-02-28,0,0,0,0,Africa,0,False
0,Maldives,2020-04-15,22,0,16,6,South-East Asia,22,False
Xinjiang,China,2020-02-08,42,0,0,42,Western Pacific,42,False
0,Russia,2020-02-27,2,0,2,0,Europe,2,False
0,Norway,2020-03-16,1333,3,1,1329,Europe,1333,False
0,Costa Rica,2020-02-03,0,0,0,0,Americas,0,False
0,Bulgaria,2020-06-03,2560,146,1206,1208,Europe,2560,False
0,Laos,2020-06-12,19,0,19,0,Western Pacific,19,False
Saint Barthelemy,France,2020-01-31,0,0,0,0,Europe,0,False
0,Guatemala,2020-05-26,3954,63,289,3602,Americas,3954,False
Hebei,China,2020-03-31,321,6,0,315,Western Pacific,321,False
Reunion,France,2020-05-28,465,1,411,53,Europe,465,False
0,Burkina Faso,2020-05-29,847,53,720,74,Africa,847,False
Henan,China,2020-07-12,1276,22,0,1254,Western Pacific,1276,False
New Brunswick,Canada,2020-06-26,165,2,0,163,Americas,165,False
0,Albania,2020-05-03,795,31,531,233,Europe,795,False
0,Malawi,2020-05-18,70,3,27,40,Africa,70,False
0,Togo,2020-07-04,676,15,432,229,Africa,676,False
0,Libya,2020-02-06,0,0,0,0,Eastern Mediterranean,0,False
0,Nigeria,2020-01-23,0,0,0,0,Africa,0,False
0,Togo,2020-02-10,0,0,0,0,Africa,0,False
0,Timor-Leste,2020-04-22,23,0,0,23,South-East Asia,23,False
0,Lithuania,2020-06-02,1682,71,1249,362,Europe,1682,False
0,Papua New Guinea,2020-04-30,8,0,0,8,Western Pacific,8,False
0,New Zealand,2020-07-10,1543,22,1497,24,Western Pacific,1543,False
0,Nicaragua,2020-03-10,0,0,0,0,Americas,0,False
Manitoba,Canada,2020-01-22,0,0,0,0,Americas,0,False
0,Philippines,2020-05-25,14319,873,3323,10123,Western Pacific,14319,False
0,Jordan,2020-05-27,720,9,586,125,Eastern Mediterranean,720,False
Manitoba,Canada,2020-05-24,292,7,0,285,Americas,292,False
Victoria,Australia,2020-04-09,1228,12,736,480,Western Pacific,1228,False
0,Comoros,2020-07-16,328,7,311,10,Africa,328,False
0,Guinea,2020-07-23,6806,42,5999,765,Africa,6806,False
New Brunswick,Canada,2020-06-13,157,2,0,155,Americas,157,False
0,Senegal,2020-01-24,0,0,0,0,Africa,0,False
Manitoba,Canada,2020-01-24,0,0,0,0,Americas,0,False
0,Botswana,2020-07-20,522,1,48,473,Africa,522,False
0,Bosnia and Herzegovina,2020-06-12,2893,163,2119,611,Europe,2893,False
0,India,2020-06-04,226713,6363,108450,111900,South-East Asia,226713,False
Ontario,Canada,2020-03-12,42,0,0,42,Americas,42,False
0,Kosovo,2020-06-12,1326,31,921,374,Europe,1326,False
0,Costa Rica,2020-03-10,9,0,0,9,Americas,9,False
Falkland Islands (Malvinas),United Kingdom,2020-07-15,13,0,13,0,Europe,13,False
0,Iceland,2020-02-14,0,0,0,0,Europe,0,False
0,Kenya,2020-04-28,374,14,124,236,Africa,374,False
French Polynesia,France,2020-05-17,60,0,59,1,Europe,60,False
Prince Edward Island,Canada,2020-03-12,0,0,0,0,Americas,0,False
0,Paraguay,2020-05-25,865,11,344,510,Americas,865,False
0,Venezuela,2020-05-01,335,10,148,177,Americas,335,False
Jiangxi,China,2020-04-10,937,1,936,0,Western Pacific,937,False
Henan,China,2020-06-21,1276,22,0,1254,Western Pacific,1276,False
0,Equatorial Guinea,2020-04-03,16,0,1,15,Africa,16,False
0,Philippines,2020-04-25,7294,494,792,6008,Western Pacific,7294,False
0,Ethiopia,2020-05-11,250,5,105,140,Africa,250,False
0,North Macedonia,2020-04-03,430,12,20,398,Europe,430,False
0,Bangladesh,2020-04-26,5416,145,122,5149,South-East Asia,5416,False
0,Zimbabwe,2020-03-11,0,0,0,0,Africa,0,False
0,Chad,2020-03-15,0,0,0,0,Africa,0,False
0,Djibouti,2020-02-05,0,0,0,0,Eastern Mediterranean,0,False
0,Gambia,2020-03-06,0,0,0,0,Africa,0,False
0,Burkina Faso,2020-01-28,0,0,0,0,Africa,0,False
0,Mauritius,2020-07-06,342,10,330,2,Africa,342,False
0,Western Sahara,2020-04-10,4,0,0,4,Africa,4,False
0,Kenya,2020-05-18,912,50,336,526,Africa,912,False
Gibraltar,United Kingdom,2020-06-20,176,0,176,0,Europe,176,False
Turks and Caicos Islands,United Kingdom,2020-03-15,0,0,0,0,Europe,0,False
Newfoundland and Labrador,Canada,2020-04-24,256,3,0,253,Americas,256,False
0,West Bank and Gaza,2020-02-26,0,0,0,0,Eastern Mediterranean,0,False
Northern Territory,Australia,2020-07-26,31,0,30,1,Western Pacific,31,False
0,Tanzania,2020-04-16,94,4,11,79,Africa,94,False
0,Honduras,2020-02-07,0,0,0,0,Americas,0,False
0,Azerbaijan,2020-06-07,7553,88,4149,3316,Europe,7553,False
0,Botswana,2020-04-17,15,1,0,14,Africa,15,False
0,Poland,2020-07-09,36951,1551,25477,9923,Europe,36951,False
0,Laos,2020-03-12,0,0,0,0,Western Pacific,0,False
0,Uzbekistan,2020-07-23,18986,103,10149,8734,Europe,18986,False
0,Malawi,2020-05-09,56,3,14,39,Africa,56,False
Bermuda,United Kingdom,2020-02-19,0,0,0,0,Europe,0,False
0,Mozambique,2020-06-17,651,4,0,647,Africa,651,False
0,Greece,2020-07-23,4110,201,1374,2535,Europe,4110,False
0,Belarus,2020-06-28,61475,383,45027,16065,Europe,61475,False
0,South Sudan,2020-01-27,0,0,0,0,Africa,0,False
0,Algeria,2020-03-13,26,2,8,16,Africa,26,False
Channel Islands,United Kingdom,2020-03-13,2,0,0,2,Europe,2,False
0,Uruguay,2020-04-26,606,15,375,216,Americas,606,False
0,Andorra,2020-04-05,501,18,26,457,Europe,501,False
0,Equatorial Guinea,2020-02-21,0,0,0,0,Africa,0,False
0,Bahrain,2020-01-30,0,0,0,0,Eastern Mediterranean,0,False
0,Cuba,2020-05-17,1872,79,1495,298,Americas,1872,False
0,Sweden,2020-05-20,31523,3831,0,27692,Europe,31523,False
0,Georgia,2020-06-28,924,15,785,124,Europe,924,False
Reunion,France,2020-06-16,495,1,460,34,Europe,495,False
0,Malaysia,2020-04-05,3662,61,1005,2596,Western Pacific,3662,False
0,Finland,2020-07-18,7318,328,6880,110,Europe,7318,False
0,Cuba,2020-05-18,1881,79,1505,297,Americas,1881,False
0,Armenia,2020-03-02,1,0,0,1,Europe,1,False
0,Cambodia,2020-03-10,2,0,1,1,Western Pacific,2,False
0,Sweden,2020-03-22,1934,21,0,1913,Europe,1934,False
0,Fiji,2020-03-15,0,0,0,0,Western Pacific,0,False
New Caledonia,France,2020-02-21,0,0,0,0,Europe,0,False
0,Romania,2020-03-23,576,7,64,505,Europe,576,False
Victoria,Australia,2020-07-06,2824,22,2028,774,Western Pacific,2824,False
0,Uruguay,2020-04-06,415,6,123,286,Americas,415,False
Cayman Islands,United Kingdom,2020-06-20,195,1,143,51,Europe,195,False
Sichuan,China,2020-07-01,595,3,580,12,Western Pacific,595,False
Jiangsu,China,2020-03-28,641,0,631,10,Western Pacific,641,False
0,Pakistan,2020-07-13,253604,5320,170656,77628,Eastern Mediterranean,253604,False
0,Guinea-Bissau,2020-01-24,0,0,0,0,Africa,0,False
0,Saint Vincent and the Grenadines,2020-04-05,7,0,1,6,Americas,7,False
0,Cote d'Ivoire,2020-05-30,2799,33,1385,1381,Africa,2799,False
Anguilla,United Kingdom,2020-05-03,3,0,3,0,Europe,3,False
0,Tanzania,2020-05-27,509,21,183,305,Africa,509,False
0,Bolivia,2020-05-18,4263,174,503,3586,Americas,4263,False
0,Eritrea,2020-03-27,6,0,0,6,Africa,6,False
0,Indonesia,2020-06-05,29521,1770,9443,18308,South-East Asia,29521,False
0,Libya,2020-03-25,1,0,0,1,Eastern Mediterranean,1,False
0,Pakistan,2020-05-18,43966,939,12489,30538,Eastern Mediterranean,43966,False
0,Namibia,2020-05-16,16,0,13,3,Africa,16,False
0,Malawi,2020-03-06,0,0,0,0,Africa,0,False
Isle of Man,United Kingdom,2020-01-28,0,0,0,0,Europe,0,False
0,Tanzania,2020-02-07,0,0,0,0,Africa,0,False
Newfoundland and Labrador,Canada,2020-04-14,244,3,0,241,Americas,244,False
Guangdong,China,2020-07-08,1647,8,1631,8,Western Pacific,1647,False
Zhejiang,China,2020-02-27,1205,1,932,272,Western Pacific,1205,False
0,Slovakia,2020-02-09,0,0,0,0,Europe,0,False
0,Seychelles,2020-04-15,11,0,0,11,Africa,11,False
0,Germany,2020-03-10,1457,2,18,1437,Europe,1457,False
0,Qatar,2020-03-20,470,0,10,460,Eastern Mediterranean,470,False
0,North Macedonia,2020-07-04,6932,334,2987,3611,Europe,6932,False
0,Botswana,2020-05-13,24,1,17,6,Africa,24,False
0,Bolivia,2020-04-16,441,29,14,398,Americas,441,False
0,Egypt,2020-03-20,285,8,39,238,Eastern Mediterranean,285,False
0,Brazil,2020-03-28,3904,111,6,3787,Americas,3904,False
0,Eritrea,2020-02-19,0,0,0,0,Africa,0,False
0,Brunei,2020-04-14,136,1,107,28,Western Pacific,136,False
0,Denmark,2020-03-31,2860,90,1,2769,Europe,2860,False
New Brunswick,Canada,2020-02-01,0,0,0,0,Americas,0,False
0,West Bank and Gaza,2020-01-31,0,0,0,0,Eastern Mediterranean,0,False
0,Mozambique,2020-04-27,76,0,0,76,Africa,76,False
0,Luxembourg,2020-05-13,3904,103,3629,172,Europe,3904,False
0,Grenada,2020-04-05,12,0,0,12,Americas,12,False
0,Chile,2020-03-04,10,0,0,10,Americas,10,False
0,Seychelles,2020-06-07,11,0,11,0,Africa,11,False
0,Burma,2020-05-19,193,6,104,83,South-East Asia,193,False
0,Saint Vincent and the Grenadines,2020-03-06,0,0,0,0,Americas,0,False
0,Botswana,2020-06-13,60,1,24,35,Africa,60,False
Prince Edward Island,Canada,2020-02-07,0,0,0,0,Americas,0,False
0,Djibouti,2020-06-17,4545,43,3411,1091,Eastern Mediterranean,4545,False
0,Jordan,2020-02-28,0,0,0,0,Eastern Mediterranean,0,False
0,Montenegro,2020-05-18,324,9,311,4,Europe,324,False
0,Austria,2020-05-20,16353,633,14882,838,Europe,16353,False
0,Malawi,2020-03-10,0,0,0,0,Africa,0,False
0,Gambia,2020-05-04,17,1,9,7,Africa,17,False
0,Libya,2020-02-26,0,0,0,0,Eastern Mediterranean,0,False
Quebec,Canada,2020-04-08,10031,175,0,9856,Americas,10031,False
Qinghai,China,2020-02-19,18,0,16,2,Western Pacific,18,False
Curacao,Netherlands,2020-07-20,28,1,24,3,Europe,28,False
0,Saint Vincent and the Grenadines,2020-01-28,0,0,0,0,Americas,0,False
0,Lithuania,2020-01-22,0,0,0,0,Europe,0,False
0,Central African Republic,2020-04-28,50,0,10,40,Africa,50,False
0,Saint Vincent and the Grenadines,2020-07-11,29,0,29,0,Americas,29,False
0,Cameroon,2020-06-16,9864,276,5570,4018,Africa,9864,False
0,Saudi Arabia,2020-07-08,220144,2059,158050,60035,Eastern Mediterranean,220144,False
0,Liberia,2020-03-21,3,0,0,3,Africa,3,False
0,Saudi Arabia,2020-06-01,87142,525,64306,22311,Eastern Mediterranean,87142,False
0,Cuba,2020-02-13,0,0,0,0,Americas,0,False
0,Gambia,2020-02-05,0,0,0,0,Africa,0,False
0,Mauritius,2020-05-09,332,10,320,2,Africa,332,False
0,Afghanistan,2020-07-27,36263,1269,25198,9796,Eastern Mediterranean,36263,False
0,Saint Vincent and the Grenadines,2020-01-29,0,0,0,0,Americas,0,False
0,Timor-Leste,2020-02-10,0,0,0,0,South-East Asia,0,False
0,Seychelles,2020-07-23,108,0,27,81,Africa,108,False
0,Indonesia,2020-07-11,74018,3535,34719,35764,South-East Asia,74018,False
0,Moldova,2020-06-17,12732,433,7077,5222,Europe,12732,False
0,Uzbekistan,2020-05-28,3444,14,2694,736,Europe,3444,False
Falkland Islands (Malvinas),United Kingdom,2020-06-15,13,0,13,0,Europe,13,False
0,Namibia,2020-07-10,668,1,25,642,Africa,668,False
0,Congo (Brazzaville),2020-01-25,0,0,0,0,Africa,0,False
Heilongjiang,China,2020-07-04,947,13,934,0,Western Pacific,947,False
0,Netherlands,2020-04-20,33405,3751,0,29654,Europe,33405,False
0,Djibouti,2020-06-27,4643,52,4348,243,Eastern Mediterranean,4643,False
Nova Scotia,Canada,2020-02-08,0,0,0,0,Americas,0,False
New South Wales,Australia,2020-07-21,3614,49,2988,577,Western Pacific,3614,False
0,Indonesia,2020-07-19,86521,4143,45401,36977,South-East Asia,86521,False
0,Morocco,2020-03-26,275,11,8,256,Eastern Mediterranean,275,False
0,Lesotho,2020-05-26,2,0,0,2,Africa,2,False
Victoria,Australia,2020-06-14,1732,19,1661,52,Western Pacific,1732,False
Qinghai,China,2020-02-08,18,0,3,15,Western Pacific,18,False
0,Haiti,2020-02-11,0,0,0,0,Americas,0,False
0,Romania,2020-04-13,6633,331,914,5388,Europe,6633,False
Greenland,Greenland,2020-01-23,0,0,0,0,Europe,0,False
0,Belgium,2020-02-08,1,0,0,1,Europe,1,False
0,Serbia,2020-03-27,457,1,0,456,Europe,457,False
0,Philippines,2020-07-07,47873,1309,12386,34178,Western Pacific,47873,False
Isle of Man,United Kingdom,2020-02-05,0,0,0,0,Europe,0,False
0,Peru,2020-01-22,0,0,0,0,Americas,0,False
Reunion,France,2020-03-10,0,0,0,0,Europe,0,False
Northern Territory,Australia,2020-04-25,28,0,23,5,Western Pacific,28,False
0,Iraq,2020-05-03,2296,97,1490,709,Eastern Mediterranean,2296,False
British Columbia,Canada,2020-04-12,1445,58,0,1387,Americas,1445,False
0,Iceland,2020-02-19,0,0,0,0,Europe,0,False
0,Italy,2020-06-25,239706,34678,186725,18303,Europe,239706,False
Cayman Islands,United Kingdom,2020-02-13,0,0,0,0,Europe,0,False
0,Austria,2020-03-16,1018,3,6,1009,Europe,1018,False
0,Gambia,2020-06-02,25,1,20,4,Africa,25,False
0,Fiji,2020-01-23,0,0,0,0,Western Pacific,0,False
0,Cabo Verde,2020-03-18,0,0,0,0,Africa,0,False
